organization,work_area,project,survey,site_id,date,sampling_bout,dive_supervisor,collector,collection_id,hakai_id,sample_type,depth,transect_dist,collected_start,collected_end,species,quantity,length_cm,estimated_quantity,comments,quality_log
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2017-08-29,3,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_EDGE3_5,MGFSH2644,fish,,,2017-08-29T20:03:21.000Z,2017-08-31T20:09:36.000Z,rockfish/bocaccio,1,4,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2017-08-29,3,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_EDGE3_5,MGFSH2643,fish,,,2017-08-29T20:03:21.000Z,2017-08-31T20:09:36.000Z,rockfish/cqb,6,4,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2017-08-29,3,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_EDGE3_5,MGFSH2642,fish,,,2017-08-29T20:03:21.000Z,2017-08-31T20:09:36.000Z,perch/striped,1,15,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2017-08-29,3,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_EDGE3_5,MGFSH2641,fish,,,2017-08-29T20:03:21.000Z,2017-08-31T20:09:36.000Z,perch/shiner,1,11,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2017-08-29,3,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_EDGE3_5,MGFSH2640,fish,,,2017-08-29T20:03:21.000Z,2017-08-31T20:09:36.000Z,perch/shiner,2,10,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_3,MGFSH737,fish,,,2017-08-29T20:49:27.000Z,2017-08-29T20:53:42.000Z,greenling/kelp,1,15,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_3,MGFSH736,fish,,,2017-08-29T20:49:27.000Z,2017-08-29T20:53:42.000Z,greenling/rock,1,12,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_3,MGFSH735,fish,,,2017-08-29T20:49:27.000Z,2017-08-29T20:53:42.000Z,sculpin/manacled,2,3,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_3,MGFSH734,fish,,,2017-08-29T20:49:27.000Z,2017-08-29T20:53:42.000Z,rockfish/cqb,2,4,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_3,MGFSH733,fish,,,2017-08-29T20:49:27.000Z,2017-08-29T20:53:42.000Z,rockfish/copper,1,12,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_3,MGFSH732,fish,,,2017-08-29T20:49:27.000Z,2017-08-29T20:53:42.000Z,rockfish/copper,2,10,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_3,MGFSH731,fish,,,2017-08-29T20:49:27.000Z,2017-08-29T20:53:42.000Z,rockfish/copper,1,8,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_4,MGFSH741,fish,,,2017-08-29T20:55:49.000Z,2017-08-29T20:59:07.000Z,rockfish/yellowtail,1,11,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_4,MGFSH740,fish,,,2017-08-29T20:55:49.000Z,2017-08-29T20:59:07.000Z,greenling/kelp,1,14,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_4,MGFSH739,fish,,,2017-08-29T20:55:49.000Z,2017-08-29T20:59:07.000Z,rockfish/copper,1,14,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2017-08-29,4,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR4_4,MGFSH738,fish,,,2017-08-29T20:55:49.000Z,2017-08-29T20:59:07.000Z,rockfish/copper,1,9,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2017-08-29,5,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR5_4,MGFSH743,fish,,,2017-08-29T21:37:47.000Z,2017-08-29T21:40:00.000Z,perch/shiner,1,10,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2017-08-29,5,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR5_4,MGFSH742,fish,,,2017-08-29T21:37:47.000Z,2017-08-29T21:40:00.000Z,perch/shiner,2,11,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2017-08-29,5,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR5_5,MGFSH2663,fish,,,2017-08-29T21:30:48.000Z,2017-08-29T21:37:58.000Z,sculpin/manacled,2,3,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2017-08-29,5,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR5_5,MGFSH2662,fish,,,2017-08-29T21:30:48.000Z,2017-08-29T21:37:58.000Z,bay_pipefish,1,15,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2017-08-29,5,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR5_5,MGFSH2661,fish,,,2017-08-29T21:30:48.000Z,2017-08-29T21:37:58.000Z,rockfish/cqb,1,4,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2017-08-29,5,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR5_5,MGFSH2660,fish,,,2017-08-29T21:30:48.000Z,2017-08-29T21:37:58.000Z,perch/shiner,12,10,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2017-08-29,5,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR5_5,MGFSH2659,fish,,,2017-08-29T21:30:48.000Z,2017-08-29T21:37:58.000Z,greenling/kelp,1,15,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_3,MGFSH748,fish,,,2017-08-29T17:56:17.000Z,2017-08-29T18:01:34.000Z,rockfish/cqb,5,4,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_3,MGFSH747,fish,,,2017-08-29T17:56:17.000Z,2017-08-29T18:01:34.000Z,greenling/kelp,1,20,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_3,MGFSH746,fish,,,2017-08-29T17:56:17.000Z,2017-08-29T18:01:34.000Z,perch/kelp,2,7,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_3,MGFSH745,fish,,,2017-08-29T17:56:17.000Z,2017-08-29T18:01:34.000Z,rockfish/black,12,10,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,derek,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_3,MGFSH744,fish,,,2017-08-29T17:56:17.000Z,2017-08-29T18:01:34.000Z,perch/shiner,3,10,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_6,MGFSH752,fish,,,2017-08-29T18:02:17.000Z,2017-08-29T18:06:29.000Z,perch/striped,1,6,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_6,MGFSH751,fish,,,2017-08-29T18:02:17.000Z,2017-08-29T18:06:29.000Z,rockfish/copper,1,14,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_6,MGFSH750,fish,,,2017-08-29T18:02:17.000Z,2017-08-29T18:06:29.000Z,greenling/kelp,1,21,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2017-08-29,6,angeleen,zach,FISH_2017-08-29_MCMULLIN_NORTH_INTERIOR6_6,MGFSH749,fish,,,2017-08-29T18:02:17.000Z,2017-08-29T18:06:29.000Z,rockfish/black-yellowtail_complex,1,3,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_3,MGFSH758,fish,,,2017-09-03T19:18:13.000Z,2017-09-03T19:22:21.000Z,greenling/kelp,1,20,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_3,MGFSH757,fish,,,2017-09-03T19:18:13.000Z,2017-09-03T19:22:21.000Z,rockfish/copper,1,11,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_3,MGFSH756,fish,,,2017-09-03T19:18:13.000Z,2017-09-03T19:22:21.000Z,perch/shiner,3,10,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_3,MGFSH755,fish,,,2017-09-03T19:18:13.000Z,2017-09-03T19:22:21.000Z,rockfish/black-yellowtail_complex,7,4,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_3,MGFSH754,fish,,,2017-09-03T19:18:13.000Z,2017-09-03T19:22:21.000Z,perch/kelp,3,5,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_3,MGFSH753,fish,,,2017-09-03T19:18:13.000Z,2017-09-03T19:22:21.000Z,rockfish/black,3,12,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_4,MGFSH761,fish,,,2017-09-03T19:05:59.000Z,2017-09-03T19:09:10.000Z,perch/shiner,1,12,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_4,MGFSH760,fish,,,2017-09-03T19:05:59.000Z,2017-09-03T19:09:10.000Z,rockfish/black,1,11,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2017-09-03,1,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE1_4,MGFSH759,fish,,,2017-09-03T19:05:59.000Z,2017-09-03T19:09:10.000Z,perch/kelp,3,9,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2017-09-03,2,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE2_3,MGFSH765,fish,,,2017-09-03T19:49:33.000Z,2017-09-03T19:53:46.000Z,flounder/sole_dab,1,8,false,,1: Pacific Sanddab
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2017-09-03,2,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE2_3,MGFSH764,fish,,,2017-09-03T19:49:33.000Z,2017-09-03T19:53:46.000Z,greenling/kelp,1,10,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2017-09-03,2,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE2_3,MGFSH763,fish,,,2017-09-03T19:49:33.000Z,2017-09-03T19:53:46.000Z,greenling/kelp,1,8,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2017-09-03,2,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE2_3,MGFSH762,fish,,,2017-09-03T19:49:33.000Z,2017-09-03T19:53:46.000Z,rockfish/cqb,1,4,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2017-09-03,2,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE2_4,MGFSH12550,fish,,,2017-09-03T19:36:01.000Z,2017-09-03T19:40:12.000Z,no_obs,,,,,1: No fish observed
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2017-09-03,3,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE3_2,MGFSH767,fish,,,2017-09-03T16:17:24.000Z,2017-09-03T16:20:30.000Z,english sole,1,8,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2017-09-03,3,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE3_2,MGFSH766,fish,,,2017-09-03T16:17:24.000Z,2017-09-03T16:20:30.000Z,rockfish/cqb,1,4,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2017-09-03,3,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_EDGE3_3,MGFSH12553,fish,,,2017-09-03T16:06:52.000Z,2017-09-03T16:09:14.000Z,no_obs,,,,,1: No fish observed
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2017-09-03,4,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR4_2,MGFSH771,fish,,,2017-09-03T16:46:02.000Z,2017-09-03T16:50:11.000Z,rockfish/black-yellowtail_complex,2,4,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2017-09-03,4,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR4_2,MGFSH770,fish,,,2017-09-03T16:46:02.000Z,2017-09-03T16:50:11.000Z,greenling/kelp,1,25,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2017-09-03,4,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR4_2,MGFSH769,fish,,,2017-09-03T16:46:02.000Z,2017-09-03T16:50:11.000Z,greenling/kelp,1,14,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2017-09-03,4,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR4_2,MGFSH768,fish,,,2017-09-03T16:46:02.000Z,2017-09-03T16:50:11.000Z,greenling/kelp,1,10,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2017-09-03,4,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR4_5,MGFSH12558,fish,,,2017-09-03T16:34:05.000Z,2017-09-03T16:39:11.000Z,no_obs,,,,,1: No fish observed
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR5_2,MGFSH776,fish,,,2017-09-03T17:18:13.000Z,2017-09-03T17:22:24.000Z,flounder/starry,1,30,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR5_2,MGFSH775,fish,,,2017-09-03T17:18:13.000Z,2017-09-03T17:22:24.000Z,sand sole,1,12,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR5_2,MGFSH774,fish,,,2017-09-03T17:18:13.000Z,2017-09-03T17:22:24.000Z,english sole,1,10,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR5_2,MGFSH773,fish,,,2017-09-03T17:18:13.000Z,2017-09-03T17:22:24.000Z,english sole,1,6,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR5_2,MGFSH772,fish,,,2017-09-03T17:18:13.000Z,2017-09-03T17:22:24.000Z,english sole,1,8,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR5_5,MGFSH12564,fish,,,2017-09-03T17:07:50.000Z,2017-09-03T17:11:01.000Z,no_obs,,,,,1: No fish observed
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR6_3,MGFSH778,fish,,,2017-09-03T18:41:48.000Z,2017-09-03T18:45:01.000Z,perch/shiner,7,4,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,carolyn;krystal,derek,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR6_3,MGFSH777,fish,,,2017-09-03T18:41:48.000Z,2017-09-03T18:45:01.000Z,greenling/kelp,1,20,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR6_4,MGFSH781,fish,,,2017-09-03T18:36:12.000Z,2017-09-03T18:40:21.000Z,perch/shiner,1,11,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR6_4,MGFSH780,fish,,,2017-09-03T18:36:12.000Z,2017-09-03T18:40:21.000Z,perch/shiner,28,8,false,,
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,carolyn;krystal,kyle,FISH_2017-09-03_GOOSE_SOUTHWEST_INTERIOR6_4,MGFSH779,fish,,,2017-09-03T18:36:12.000Z,2017-09-03T18:40:21.000Z,sculpin/staghorn,1,14,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_5,MGFSH2710,fish,,,2017-08-30T18:58:16.000Z,2017-08-30T19:03:07.000Z,perch/kelp,2,11,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_5,MGFSH2709,fish,,,2017-08-30T18:58:16.000Z,2017-08-30T19:03:07.000Z,greenling/kelp,1,11,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_5,MGFSH2708,fish,,,2017-08-30T18:58:16.000Z,2017-08-30T19:03:07.000Z,rockfish/copper,1,18,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_5,MGFSH2707,fish,,,2017-08-30T18:58:16.000Z,2017-08-30T19:03:07.000Z,rockfish/copper,1,12,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_5,MGFSH2706,fish,,,2017-08-30T18:58:16.000Z,2017-08-30T19:03:07.000Z,rockfish/copper,1,16,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_5,MGFSH2705,fish,,,2017-08-30T18:58:16.000Z,2017-08-30T19:03:07.000Z,rockfish/copper,1,7,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_5,MGFSH2704,fish,,,2017-08-30T18:58:16.000Z,2017-08-30T19:03:07.000Z,rockfish/copper,2,6,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,derek,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_1,MGFSH783,fish,,,2017-08-30T18:52:46.000Z,2017-08-30T18:57:15.000Z,rockfish/copper,1,8,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,derek,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR4_1,MGFSH782,fish,,,2017-08-30T18:52:46.000Z,2017-08-30T18:57:15.000Z,sculpin/manacled,5,3,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,derek,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR5_1,MGFSH786,fish,,,2017-08-30T17:32:35.000Z,2017-08-30T17:37:10.000Z,rockfish/black-yellowtail_complex,1,4,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,derek,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR5_1,MGFSH785,fish,,,2017-08-30T17:32:35.000Z,2017-08-30T17:37:10.000Z,perch/shiner,15,10,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,derek,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR5_1,MGFSH784,fish,,,2017-08-30T17:32:35.000Z,2017-08-30T17:37:10.000Z,rockfish/cqb,9,4,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR5_5,MGFSH2717,fish,,,2017-08-30T17:37:07.000Z,2017-08-30T17:41:16.000Z,rockfish/copper,1,11,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR5_5,MGFSH2716,fish,,,2017-08-30T17:37:07.000Z,2017-08-30T17:41:16.000Z,rockfish/cqb,2,6,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR5_5,MGFSH2715,fish,,,2017-08-30T17:37:07.000Z,2017-08-30T17:41:16.000Z,rockfish/cqb,1,5,false,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,FISH_2017-08-30_MCMULLIN_SOUTH_INTERIOR5_5,MGFSH2714,fish,,,2017-08-30T17:37:07.000Z,2017-08-30T17:41:16.000Z,rockfish/black-yellowtail_complex,1,6,false,,
