organization,work_area,project,survey,site_id,date,sampling_bout,dive_supervisor,collector,collection_id,hakai_id,sample_type,depth,transect_dist,collected_start,collected_end,species,quantity,size_cm,comments,quality_log
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11517,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11519,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,16,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11520,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,20,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11519,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,16,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11518,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,8,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11517,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11519,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,16,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11520,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,20,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11519,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,16,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11518,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,8,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE1,2017-02-25,1,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge1_3,MGINV11517,invertebrates,,,2017-02-25T19:46:22.000Z,2017-02-25T19:50:35.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11523,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,7,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11524,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11523,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,7,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11522,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,11,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11523,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,7,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11524,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11523,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,7,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11522,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,11,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11523,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,7,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11524,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11523,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,7,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_3,MGINV11522,invertebrates,,,2017-02-25T19:27:20.000Z,2017-02-25T19:31:36.000Z,,1,11,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_4,MGINV11526,invertebrates,,,2017-02-25T19:31:32.000Z,2017-02-25T19:35:46.000Z,,1,15,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_4,MGINV11526,invertebrates,,,2017-02-25T19:31:32.000Z,2017-02-25T19:35:46.000Z,,1,15,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2017-02-25,2,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge2_4,MGINV11526,invertebrates,,,2017-02-25T19:31:32.000Z,2017-02-25T19:35:46.000Z,,1,15,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_3,MGINV11527,invertebrates,,,2017-02-25T19:09:44.000Z,2017-02-25T19:13:06.000Z,,1,3,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_3,MGINV11527,invertebrates,,,2017-02-25T19:09:44.000Z,2017-02-25T19:13:06.000Z,,1,3,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_3,MGINV11527,invertebrates,,,2017-02-25T19:09:44.000Z,2017-02-25T19:13:06.000Z,,1,3,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11530,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,1,12,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11529,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,1,14,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11528,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,18,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11530,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,1,12,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11529,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,1,14,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11528,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,18,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11530,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,1,12,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11529,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,1,14,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2017-02-25,3,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Edge3_4,MGINV11528,invertebrates,,,2017-02-25T19:14:40.000Z,2017-02-25T19:17:58.000Z,,18,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11533,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,1,12,,1: Mottled star
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11532,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,2,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11531,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,1,4,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11533,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,1,12,,1: Mottled star
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11532,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,2,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11531,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,1,4,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11533,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,1,12,,1: Mottled star
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11532,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,2,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_3,MGINV11531,invertebrates,,,2017-02-25T18:27:56.000Z,2017-02-25T18:30:05.000Z,,1,4,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2017-02-25,4,Gillian,Kyle,INVERT_2017-02-25_PRUTH_BAY_Interior4_4,MGINV11534,invertebrates,,,2017-02-25T18:31:17.000Z,2017-02-25T18:35:25.000Z,Mottled star,1,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11543,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11540,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,10,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,5,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11538,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,2,4,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11537,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,3,3,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11536,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,2,2,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11543,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11540,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,10,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,5,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11538,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,2,4,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11537,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,3,3,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11536,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,2,2,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11543,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,6,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11540,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,1,10,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11539,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,5,5,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11538,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,2,4,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11537,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,3,3,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_3,MGINV11536,invertebrates,,,2017-02-25T18:09:04.000Z,2017-02-25T18:15:21.000Z,,2,2,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_4,MGINV11544,invertebrates,,,2017-02-25T18:16:10.000Z,2017-02-25T18:19:26.000Z,,1,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_4,MGINV11544,invertebrates,,,2017-02-25T18:16:10.000Z,2017-02-25T18:19:26.000Z,,1,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_4,MGINV11544,invertebrates,,,2017-02-25T18:16:10.000Z,2017-02-25T18:19:26.000Z,,1,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_4,MGINV11544,invertebrates,,,2017-02-25T18:16:10.000Z,2017-02-25T18:19:26.000Z,,1,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_4,MGINV11544,invertebrates,,,2017-02-25T18:16:10.000Z,2017-02-25T18:19:26.000Z,,1,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2017-02-25,5,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior5_4,MGINV11544,invertebrates,,,2017-02-25T18:16:10.000Z,2017-02-25T18:19:26.000Z,,1,1,,
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2017-02-25,6,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior6_3,MGINV11556,invertebrates,,,2017-02-25T17:43:17.000Z,2017-02-25T17:50:27.000Z,,1,1,,1: No size
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2017-02-25,6,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior6_3,MGINV11549,invertebrates,,,2017-02-25T17:43:17.000Z,2017-02-25T17:50:27.000Z,,1,4,,1: See photos for id
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2017-02-25,6,Gillian,Other,INVERT_2017-02-25_PRUTH_BAY_Interior6_3,MGINV11547,invertebrates,,,2017-02-25T17:43:17.000Z,2017-02-25T17:50:27.000Z,,2,6,,
