,date,survey,site_id,n_inverts_surveys,n_events,issue,,
64,2016-08-22,TRIQUET_NORTH,TRIQUET_NORTH_EDGE2,NA,1,both surveys missing,,
65,2016-08-22,TRIQUET_NORTH,TRIQUET_NORTH_EDGE3,NA,1,both surveys missing,,
66,2016-08-22,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR4,NA,1,both surveys missing,,
67,2016-08-22,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR5,NA,1,both surveys missing,,
68,2016-08-22,TRIQUET_NORTH,TRIQUET_NORTH_INTERIOR6,NA,1,both surveys missing,,
69,2016-08-23,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE1,NA,1,both surveys missing,,
70,2016-08-23,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,NA,1,both surveys missing,,
71,2016-08-23,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,NA,1,both surveys missing,,
72,2016-08-23,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,NA,1,both surveys missing,,
73,2016-08-23,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,NA,1,both surveys missing,,
74,2016-08-23,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR6,NA,1,both surveys missing,,
75,2016-08-24,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE1,NA,1,both surveys missing,,
76,2016-08-24,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE2,NA,1,both surveys missing,,
77,2016-08-24,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE3,NA,1,both surveys missing,,
78,2016-08-24,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR4,NA,1,both surveys missing,,
79,2016-08-24,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR5,NA,1,both surveys missing,,
80,2016-08-24,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR6,NA,1,both surveys missing,,
81,2016-08-25,CHOKED_PASS,CHOKED_PASS_EDGE1,NA,1,both surveys missing,,
82,2016-08-25,CHOKED_PASS,CHOKED_PASS_EDGE2,NA,1,both surveys missing,,
83,2016-08-25,CHOKED_PASS,CHOKED_PASS_EDGE3,NA,1,both surveys missing,,
84,2016-08-25,CHOKED_PASS,CHOKED_PASS_EDGE7,NA,1,both surveys missing,,
85,2016-08-25,CHOKED_PASS,CHOKED_PASS_INTERIOR4,NA,1,both surveys missing,,
86,2016-08-25,CHOKED_PASS,CHOKED_PASS_INTERIOR5,NA,1,both surveys missing,,
87,2016-08-25,CHOKED_PASS,CHOKED_PASS_INTERIOR6,NA,1,both surveys missing,,
88,2016-08-27,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,NA,1,both surveys missing,,
89,2016-08-27,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,NA,1,both surveys missing,,
90,2016-08-27,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,NA,1,both surveys missing,,
91,2016-08-27,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,NA,1,both surveys missing,,
92,2016-08-27,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,NA,1,both surveys missing,,
93,2016-08-27,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,NA,1,both surveys missing,,
94,2016-09-12,CHOKED_PASS,CHOKED_PASS_EDGE1,NA,1,both surveys missing,,
95,2016-09-12,CHOKED_PASS,CHOKED_PASS_EDGE2,NA,1,both surveys missing,,
96,2016-09-12,CHOKED_PASS,CHOKED_PASS_EDGE3,NA,1,both surveys missing,,
97,2016-09-12,CHOKED_PASS,CHOKED_PASS_EDGE7,NA,1,both surveys missing,,
98,2016-09-12,CHOKED_PASS,CHOKED_PASS_INTERIOR4,NA,1,both surveys missing,,
99,2016-09-12,CHOKED_PASS,CHOKED_PASS_INTERIOR5,NA,1,both surveys missing,,
100,2016-09-12,CHOKED_PASS,CHOKED_PASS_INTERIOR6,NA,1,both surveys missing,,
101,2016-09-12,PRUTH_BAY,PRUTH_BAY_EDGE1,NA,1,both surveys missing,,
102,2016-09-12,PRUTH_BAY,PRUTH_BAY_EDGE2,NA,1,both surveys missing,,
103,2016-09-12,PRUTH_BAY,PRUTH_BAY_EDGE3,NA,1,both surveys missing,,
104,2016-09-12,PRUTH_BAY,PRUTH_BAY_INTERIOR4,NA,1,both surveys missing,,
105,2016-09-12,PRUTH_BAY,PRUTH_BAY_INTERIOR5,NA,1,both surveys missing,,
106,2016-09-12,PRUTH_BAY,PRUTH_BAY_INTERIOR6,NA,1,both surveys missing,,
107,2017-02-23,PRUTH_BAY,PRUTH_BAY_EDGE1,NA,1,both surveys missing,,
108,2017-02-23,PRUTH_BAY,PRUTH_BAY_EDGE2,NA,1,both surveys missing,,
109,2017-02-23,PRUTH_BAY,PRUTH_BAY_EDGE3,NA,1,both surveys missing,,
110,2017-02-23,PRUTH_BAY,PRUTH_BAY_INTERIOR4,NA,1,both surveys missing,,
111,2017-02-23,PRUTH_BAY,PRUTH_BAY_INTERIOR5,NA,1,both surveys missing,,
112,2017-02-23,PRUTH_BAY,PRUTH_BAY_INTERIOR6,NA,1,both surveys missing,,
113,2017-02-24,CHOKED_PASS,CHOKED_PASS_EDGE1,NA,1,both surveys missing,,
114,2017-02-24,CHOKED_PASS,CHOKED_PASS_EDGE2,NA,1,both surveys missing,,
115,2017-02-24,CHOKED_PASS,CHOKED_PASS_EDGE3,NA,1,both surveys missing,,
116,2017-02-24,CHOKED_PASS,CHOKED_PASS_EDGE7,NA,1,both surveys missing,,
117,2017-02-24,CHOKED_PASS,CHOKED_PASS_INTERIOR4,NA,1,both surveys missing,,
118,2017-02-24,CHOKED_PASS,CHOKED_PASS_INTERIOR5,NA,1,both surveys missing,,
119,2017-02-24,CHOKED_PASS,CHOKED_PASS_INTERIOR6,NA,1,both surveys missing,,
120,2017-06-12,CHOKED_PASS,CHOKED_PASS_EDGE1,NA,1,both surveys missing,,
121,2017-06-12,CHOKED_PASS,CHOKED_PASS_EDGE2,NA,1,both surveys missing,,
122,2017-06-12,CHOKED_PASS,CHOKED_PASS_EDGE3,NA,1,both surveys missing,,
123,2017-06-12,CHOKED_PASS,CHOKED_PASS_EDGE7,NA,1,both surveys missing,,
124,2017-06-12,CHOKED_PASS,CHOKED_PASS_INTERIOR4,NA,1,both surveys missing,,
125,2017-06-12,CHOKED_PASS,CHOKED_PASS_INTERIOR5,NA,1,both surveys missing,,
126,2017-06-12,CHOKED_PASS,CHOKED_PASS_INTERIOR6,NA,1,both surveys missing,,
127,2017-07-08,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,NA,1,both surveys missing,,
128,2017-07-08,TRIQUET_BAY,TRIQUET_BAY_EDGE2,NA,1,both surveys missing,,
129,2017-09-01,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE3,NA,1,both surveys missing,,
130,2017-09-01,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,NA,1,both surveys missing,,
131,2017-09-01,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,NA,1,both surveys missing,,
132,2016-07-30,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,1,1,one survey missing,,
133,2016-08-01,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,1,1,one survey missing,,
134,2016-08-06,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,1,1,one survey missing,,
135,2016-11-14,CHOKED_PASS,CHOKED_PASS_INTERIOR6,1,1,one survey missing,,
136,2017-11-18,PRUTH_BAY,PRUTH_BAY_EDGE1,1,1,one survey missing,,
137,2017-11-18,PRUTH_BAY,PRUTH_BAY_EDGE2,1,1,one survey missing,,
138,2017-11-18,PRUTH_BAY,PRUTH_BAY_INTERIOR5,1,1,one survey missing,,
139,2018-08-19,CHOKED_PASS,CHOKED_PASS_EDGE3,1,1,one survey missing,,
140,2017-05-19,CHOKED_PASS,CHOKED_PASS_EDGE1,3,1,too many surveys,,
141,2017-05-19,CHOKED_PASS,CHOKED_PASS_EDGE2,4,1,too many surveys,,
142,2017-05-19,CHOKED_PASS,CHOKED_PASS_EDGE3,3,1,too many surveys,,
143,2017-05-19,CHOKED_PASS,CHOKED_PASS_EDGE7,4,1,too many surveys,,
144,2017-05-19,CHOKED_PASS,CHOKED_PASS_INTERIOR4,4,1,too many surveys,,
145,2017-05-19,CHOKED_PASS,CHOKED_PASS_INTERIOR5,3,1,too many surveys,,
146,2017-05-19,CHOKED_PASS,CHOKED_PASS_INTERIOR6,4,1,too many surveys,,
147,2021-08-07,CHOKED_PASS,CHOKED_PASS_EDGE1,3,1,too many surveys,,"resolved by AO April 3, 2025 - missing surveyor  name that misleadingly created 3rd unique event (blank changed to derek)"
148,2021-08-11,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,3,1,too many surveys,,"resolved by AO April 3, 2025 - error in surveyor name that misleadingly created 3rd unique event (krystal changed to zach)"
149,2022-08-06,PRUTH_BAY,PRUTH_BAY_EDGE3,3,1,too many surveys,,"resolved by AO April 3, 2025 - missing surveyor names that misleadingly created 3rd unique event (a blank changed to gillian, blanks to kyle for siphon pass))"
150,2022-08-07,CHOKED_PASS,CHOKED_PASS_INTERIOR5,3,1,too many surveys,,"resolved by AO April 3, 2025 - missing surveyor  name that misleadingly created 3rd unique event (blank changed to gillian)"
