"","action","work_area","organization","project","date","site_id","sampling_bout","survey","hakai_id","field_staff","gather_lat","gather_long","vessel","samples","quality_level","comments","quality_log"
"111",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-19,"ESTUARY_EDGE3",3,"KOEYE_ESTUARY ESTUARY","2016-06-19_ESTUARY_EDGE3_3","Kyle",NA,NA,NA,NA,"Raw",NA,NA
"112",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-19,"ESTUARY_INTERIOR5",5,"KOEYE_ESTUARY ESTUARY","2016-06-19_ESTUARY_INTERIOR5_5","Kyle",NA,NA,NA,NA,"Raw",NA,NA
"113",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-19,"ESTUARY_INTERIOR6",6,"KOEYE_ESTUARY ESTUARY","2016-06-19_ESTUARY_INTERIOR6_6","Kyle",NA,NA,NA,NA,"Raw",NA,NA
"114",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-19,"KOEYE_ESTUARY_EDGE3",3,"KOEYE_ESTUARY","2016-06-19_KOEYE_ESTUARY_EDGE3_3","Kyle",NA,NA,NA,NA,"Raw",NA,NA
"115",NA,"CALVERT","HAKAI","FGS",2016-06-19,"KOEYE_ESTUARY_ESTUARY_EDGE3",3,"KOEYE_ESTUARY_ESTUARY","2016-06-19_KOEYE_ESTUARY_ESTUARY_EDGE3_3",NA,NA,NA,NA,NA,"Raw",NA,NA
"116",NA,"CALVERT","HAKAI","FGS",2016-06-19,"KOEYE_ESTUARY_ESTUARY_INTERIOR5",5,"KOEYE_ESTUARY_ESTUARY","2016-06-19_KOEYE_ESTUARY_ESTUARY_INTERIOR5_5",NA,NA,NA,NA,NA,"Raw",NA,NA
"117",NA,"CALVERT","HAKAI","FGS",2016-06-19,"KOEYE_ESTUARY_ESTUARY_INTERIOR6",6,"KOEYE_ESTUARY_ESTUARY","2016-06-19_KOEYE_ESTUARY_ESTUARY_INTERIOR6_6",NA,NA,NA,NA,NA,"Raw",NA,NA
"118",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-19,"KOEYE_ESTUARY_INTERIOR5",5,"KOEYE_ESTUARY","2016-06-19_KOEYE_ESTUARY_INTERIOR5_5","Kyle",NA,NA,NA,NA,"Raw",NA,NA
"119",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-19,"KOEYE_ESTUARY_INTERIOR6",6,"KOEYE_ESTUARY","2016-06-19_KOEYE_ESTUARY_INTERIOR6_6","Kyle",NA,NA,NA,NA,"Raw",NA,NA
"120",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-19,"KOEYE_KOEYE_ESTUARY_EDGE3",3,"KOEYE_ESTUARY","2016-06-19_KOEYE_KOEYE_ESTUARY_EDGE3_3","Kyle",NA,NA,NA,NA,"Raw",NA,NA
"121",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-20,"CHOKED_PASS_EDGE1",1,"CHOKED_PASS","2016-06-20_CHOKED_PASS_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"122",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-20,"CHOKED_PASS_EDGE2",2,"CHOKED_PASS","2016-06-20_CHOKED_PASS_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"123",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-20,"CHOKED_PASS_EDGE3",3,"CHOKED_PASS","2016-06-20_CHOKED_PASS_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"124",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-20,"CHOKED_PASS_EDGE7",7,"CHOKED_PASS","2016-06-20_CHOKED_PASS_EDGE7_7","Zach",NA,NA,NA,NA,"Raw",NA,NA
"125",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-20,"CHOKED_PASS_INTERIOR4",4,"CHOKED_PASS","2016-06-20_CHOKED_PASS_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"126",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-20,"CHOKED_PASS_INTERIOR5",5,"CHOKED_PASS","2016-06-20_CHOKED_PASS_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"127",NA,"CALVERT","HAKAI","MARINEGEO",2016-06-20,"CHOKED_PASS_INTERIOR6",6,"CHOKED_PASS","2016-06-20_CHOKED_PASS_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"128",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-28,"PRUTH_BAY_EDGE1",1,"PRUTH_BAY","2016-07-28_PRUTH_BAY_EDGE1_1","Angeleen,Carolyn,Zach",NA,NA,NA,NA,"Raw",NA,NA
"129",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-28,"PRUTH_BAY_EDGE2",2,"PRUTH_BAY","2016-07-28_PRUTH_BAY_EDGE2_2","Angeleen,Carolyn,Zach",NA,NA,NA,NA,"Raw",NA,NA
"130",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-28,"PRUTH_BAY_EDGE3",3,"PRUTH_BAY","2016-07-28_PRUTH_BAY_EDGE3_3","Angeleen,Carolyn,Zach",NA,NA,NA,NA,"Raw",NA,NA
"131",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-28,"PRUTH_BAY_INTERIOR4",4,"PRUTH_BAY","2016-07-28_PRUTH_BAY_INTERIOR4_4","Angeleen,Carolyn,Zach",NA,NA,NA,NA,"Raw",NA,NA
"132",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-28,"PRUTH_BAY_INTERIOR5",5,"PRUTH_BAY","2016-07-28_PRUTH_BAY_INTERIOR5_5","Angeleen,Carolyn,Zach",NA,NA,NA,NA,"Raw",NA,NA
"133",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-28,"PRUTH_BAY_INTERIOR6",6,"PRUTH_BAY","2016-07-28_PRUTH_BAY_INTERIOR6_6","Angeleen,Carolyn,Zach",NA,NA,NA,NA,"Raw",NA,NA
"134",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-29,"TRIQUET_NORTH_EDGE1",1,"TRIQUET_NORTH","2016-07-29_TRIQUET_NORTH_EDGE1_1","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"135",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-29,"TRIQUET_NORTH_EDGE2",2,"TRIQUET_NORTH","2016-07-29_TRIQUET_NORTH_EDGE2_2","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"136",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-29,"TRIQUET_NORTH_EDGE3",3,"TRIQUET_NORTH","2016-07-29_TRIQUET_NORTH_EDGE3_3","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"137",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-29,"TRIQUET_NORTH_INTERIOR4",4,"TRIQUET_NORTH","2016-07-29_TRIQUET_NORTH_INTERIOR4_4","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"138",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-29,"TRIQUET_NORTH_INTERIOR5",5,"TRIQUET_NORTH","2016-07-29_TRIQUET_NORTH_INTERIOR5_5","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"139",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-29,"TRIQUET_NORTH_INTERIOR6",6,"TRIQUET_NORTH","2016-07-29_TRIQUET_NORTH_INTERIOR6_6","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"140",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-30,"MCMULLIN_NORTH_EDGE1",1,"MCMULLIN_NORTH","2016-07-30_MCMULLIN_NORTH_EDGE1_1","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"141",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-30,"MCMULLIN_NORTH_EDGE2",2,"MCMULLIN_NORTH","2016-07-30_MCMULLIN_NORTH_EDGE2_2","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"142",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-30,"MCMULLIN_NORTH_EDGE3",3,"MCMULLIN_NORTH","2016-07-30_MCMULLIN_NORTH_EDGE3_3","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"143",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-30,"MCMULLIN_NORTH_INTERIOR4",4,"MCMULLIN_NORTH","2016-07-30_MCMULLIN_NORTH_INTERIOR4_4","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"144",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-30,"MCMULLIN_NORTH_INTERIOR5",5,"MCMULLIN_NORTH","2016-07-30_MCMULLIN_NORTH_INTERIOR5_5","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"145",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-30,"MCMULLIN_NORTH_INTERIOR6",6,"MCMULLIN_NORTH","2016-07-30_MCMULLIN_NORTH_INTERIOR6_6","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"146",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-31,"GOOSE_SOUTHEAST_EDGE1",1,"GOOSE_SOUTHEAST","2016-07-31_GOOSE_SOUTHEAST_EDGE1_1","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"147",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-31,"GOOSE_SOUTHEAST_EDGE2",2,"GOOSE_SOUTHEAST","2016-07-31_GOOSE_SOUTHEAST_EDGE2_2","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"148",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-31,"GOOSE_SOUTHEAST_EDGE3",3,"GOOSE_SOUTHEAST","2016-07-31_GOOSE_SOUTHEAST_EDGE3_3","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"149",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-31,"GOOSE_SOUTHEAST_INTERIOR4",4,"GOOSE_SOUTHEAST","2016-07-31_GOOSE_SOUTHEAST_INTERIOR4_4","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"150",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-31,"GOOSE_SOUTHEAST_INTERIOR5",5,"GOOSE_SOUTHEAST","2016-07-31_GOOSE_SOUTHEAST_INTERIOR5_5","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"151",NA,"CALVERT","HAKAI","MARINEGEO",2016-07-31,"GOOSE_SOUTHEAST_INTERIOR6",6,"GOOSE_SOUTHEAST","2016-07-31_GOOSE_SOUTHEAST_INTERIOR6_6","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"152",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-01,"KOEYE_ESTUARY_EDGE1",1,"KOEYE_ESTUARY","2016-08-01_KOEYE_ESTUARY_EDGE1_1","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"153",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-01,"KOEYE_ESTUARY_EDGE2",2,"KOEYE_ESTUARY","2016-08-01_KOEYE_ESTUARY_EDGE2_2","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"154",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-01,"KOEYE_ESTUARY_EDGE3",3,"KOEYE_ESTUARY","2016-08-01_KOEYE_ESTUARY_EDGE3_3","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"155",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-01,"KOEYE_ESTUARY_INTERIOR4",4,"KOEYE_ESTUARY","2016-08-01_KOEYE_ESTUARY_INTERIOR4_4","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"156",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-01,"KOEYE_ESTUARY_INTERIOR5",5,"KOEYE_ESTUARY","2016-08-01_KOEYE_ESTUARY_INTERIOR5_5","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"157",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-01,"KOEYE_ESTUARY_INTERIOR6",6,"KOEYE_ESTUARY","2016-08-01_KOEYE_ESTUARY_INTERIOR6_6","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"158",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-03,"CHOKED_PASS_EDGE1",1,"CHOKED_PASS","2016-08-03_CHOKED_PASS_EDGE1_1","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"159",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-03,"CHOKED_PASS_EDGE2",2,"CHOKED_PASS","2016-08-03_CHOKED_PASS_EDGE2_2","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"160",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-03,"CHOKED_PASS_EDGE3",3,"CHOKED_PASS","2016-08-03_CHOKED_PASS_EDGE3_3","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"161",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-03,"CHOKED_PASS_EDGE7",7,"CHOKED_PASS","2016-08-03_CHOKED_PASS_EDGE7_7","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"162",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-03,"CHOKED_PASS_INTERIOR4",4,"CHOKED_PASS","2016-08-03_CHOKED_PASS_INTERIOR4_4","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"163",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-03,"CHOKED_PASS_INTERIOR5",5,"CHOKED_PASS","2016-08-03_CHOKED_PASS_INTERIOR5_5","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"164",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-03,"CHOKED_PASS_INTERIOR6",6,"CHOKED_PASS","2016-08-03_CHOKED_PASS_INTERIOR6_6","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"165",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-04,"TRIQUET_BAY_EDGE1",1,"TRIQUET_BAY","2016-08-04_TRIQUET_BAY_EDGE1_1","Angeleen,Carolyn",NA,NA,NA,NA,"Raw",NA,NA
"166",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-04,"TRIQUET_BAY_EDGE2",2,"TRIQUET_BAY","2016-08-04_TRIQUET_BAY_EDGE2_2","Angeleen,Carolyn",NA,NA,NA,NA,"Raw",NA,NA
"167",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-04,"TRIQUET_BAY_EDGE3",3,"TRIQUET_BAY","2016-08-04_TRIQUET_BAY_EDGE3_3","Angeleen,Carolyn",NA,NA,NA,NA,"Raw",NA,NA
"168",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-04,"TRIQUET_BAY_INTERIOR4",4,"TRIQUET_BAY","2016-08-04_TRIQUET_BAY_INTERIOR4_4","Angeleen,Carolyn",NA,NA,NA,NA,"Raw",NA,NA
"169",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-04,"TRIQUET_BAY_INTERIOR5",5,"TRIQUET_BAY","2016-08-04_TRIQUET_BAY_INTERIOR5_5","Angeleen,Carolyn",NA,NA,NA,NA,"Raw",NA,NA
"170",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-04,"TRIQUET_BAY_INTERIOR6",6,"TRIQUET_BAY","2016-08-04_TRIQUET_BAY_INTERIOR6_6","Angeleen,Carolyn",NA,NA,NA,NA,"Raw",NA,NA
"171",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-05,"MCMULLIN_SOUTH_EDGE1",1,"MCMULLIN_SOUTH","2016-08-05_MCMULLIN_SOUTH_EDGE1_1","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"172",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-05,"MCMULLIN_SOUTH_EDGE2",2,"MCMULLIN_SOUTH","2016-08-05_MCMULLIN_SOUTH_EDGE2_2","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"173",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-05,"MCMULLIN_SOUTH_EDGE3",3,"MCMULLIN_SOUTH","2016-08-05_MCMULLIN_SOUTH_EDGE3_3","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"174",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-05,"MCMULLIN_SOUTH_INTERIOR4",4,"MCMULLIN_SOUTH","2016-08-05_MCMULLIN_SOUTH_INTERIOR4_4","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"175",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-05,"MCMULLIN_SOUTH_INTERIOR5",5,"MCMULLIN_SOUTH","2016-08-05_MCMULLIN_SOUTH_INTERIOR5_5","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"176",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-05,"MCMULLIN_SOUTH_INTERIOR6",6,"MCMULLIN_SOUTH","2016-08-05_MCMULLIN_SOUTH_INTERIOR6_6","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"177",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-06,"GOOSE_SOUTHWEST_EDGE1",1,"GOOSE_SOUTHWEST","2016-08-06_GOOSE_SOUTHWEST_EDGE1_1","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"178",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-06,"GOOSE_SOUTHWEST_EDGE2",2,"GOOSE_SOUTHWEST","2016-08-06_GOOSE_SOUTHWEST_EDGE2_2","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"179",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-06,"GOOSE_SOUTHWEST_EDGE3",3,"GOOSE_SOUTHWEST","2016-08-06_GOOSE_SOUTHWEST_EDGE3_3","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"180",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-06,"GOOSE_SOUTHWEST_INTERIOR4",4,"GOOSE_SOUTHWEST","2016-08-06_GOOSE_SOUTHWEST_INTERIOR4_4","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"181",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-06,"GOOSE_SOUTHWEST_INTERIOR5",5,"GOOSE_SOUTHWEST","2016-08-06_GOOSE_SOUTHWEST_INTERIOR5_5","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"182",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-06,"GOOSE_SOUTHWEST_INTERIOR6",6,"GOOSE_SOUTHWEST","2016-08-06_GOOSE_SOUTHWEST_INTERIOR6_6","Angeleen,Zach",NA,NA,NA,NA,"Raw",NA,NA
"183",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-17,"TRIQUET_BAY_EDGE1",1,"TRIQUET_BAY","2016-08-17_TRIQUET_BAY_EDGE1_1","Other,Zach",NA,NA,NA,NA,"Raw",NA,NA
"184",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-17,"TRIQUET_BAY_EDGE2",2,"TRIQUET_BAY","2016-08-17_TRIQUET_BAY_EDGE2_2","Other,Zach",NA,NA,NA,NA,"Raw",NA,NA
"185",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-17,"TRIQUET_BAY_EDGE3",3,"TRIQUET_BAY","2016-08-17_TRIQUET_BAY_EDGE3_3","Other,Zach",NA,NA,NA,NA,"Raw",NA,NA
"186",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-17,"TRIQUET_BAY_INTERIOR4",4,"TRIQUET_BAY","2016-08-17_TRIQUET_BAY_INTERIOR4_4","Other,Zach",NA,NA,NA,NA,"Raw",NA,NA
"187",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-17,"TRIQUET_BAY_INTERIOR5",5,"TRIQUET_BAY","2016-08-17_TRIQUET_BAY_INTERIOR5_5","Other,Zach",NA,NA,NA,NA,"Raw",NA,NA
"188",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-17,"TRIQUET_BAY_INTERIOR6",6,"TRIQUET_BAY","2016-08-17_TRIQUET_BAY_INTERIOR6_6","Other,Zach",NA,NA,NA,NA,"Raw",NA,NA
"189",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-18,"PRUTH_BAY_EDGE1",1,"PRUTH_BAY","2016-08-18_PRUTH_BAY_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"190",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-18,"PRUTH_BAY_EDGE2",2,"PRUTH_BAY","2016-08-18_PRUTH_BAY_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"191",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-18,"PRUTH_BAY_EDGE3",3,"PRUTH_BAY","2016-08-18_PRUTH_BAY_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"192",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-18,"PRUTH_BAY_INTERIOR4",4,"PRUTH_BAY","2016-08-18_PRUTH_BAY_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"193",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-18,"PRUTH_BAY_INTERIOR5",5,"PRUTH_BAY","2016-08-18_PRUTH_BAY_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"194",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-18,"PRUTH_BAY_INTERIOR6",6,"PRUTH_BAY","2016-08-18_PRUTH_BAY_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"195",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-19,"ESTUARY_EDGE2",2,"KOEYE_ESTUARY ESTUARY","2016-08-19_ESTUARY_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"196",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-19,"ESTUARY_EDGE3",3,"KOEYE_ESTUARY ESTUARY","2016-08-19_ESTUARY_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"197",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-19,"ESTUARY_INTERIOR5",5,"KOEYE_ESTUARY ESTUARY","2016-08-19_ESTUARY_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"198",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-19,"ESTUARY_INTERIOR6",6,"KOEYE_ESTUARY ESTUARY","2016-08-19_ESTUARY_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"199",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-19,"KOEYE_ESTUARY_EDGE2",2,"KOEYE_ESTUARY","2016-08-19_KOEYE_ESTUARY_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"200",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-19,"KOEYE_ESTUARY_EDGE3",3,"KOEYE_ESTUARY","2016-08-19_KOEYE_ESTUARY_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"201",NA,"CALVERT","HAKAI","FGS",2016-08-19,"KOEYE_ESTUARY_ESTUARY_EDGE2",2,"KOEYE_ESTUARY_ESTUARY","2016-08-19_KOEYE_ESTUARY_ESTUARY_EDGE2_2",NA,NA,NA,NA,NA,"Raw",NA,NA
"202",NA,"CALVERT","HAKAI","FGS",2016-08-19,"KOEYE_ESTUARY_ESTUARY_EDGE3",3,"KOEYE_ESTUARY_ESTUARY","2016-08-19_KOEYE_ESTUARY_ESTUARY_EDGE3_3",NA,NA,NA,NA,NA,"Raw",NA,NA
"203",NA,"CALVERT","HAKAI","FGS",2016-08-19,"KOEYE_ESTUARY_ESTUARY_INTERIOR5",5,"KOEYE_ESTUARY_ESTUARY","2016-08-19_KOEYE_ESTUARY_ESTUARY_INTERIOR5_5",NA,NA,NA,NA,NA,"Raw",NA,NA
"204",NA,"CALVERT","HAKAI","FGS",2016-08-19,"KOEYE_ESTUARY_ESTUARY_INTERIOR6",6,"KOEYE_ESTUARY_ESTUARY","2016-08-19_KOEYE_ESTUARY_ESTUARY_INTERIOR6_6",NA,NA,NA,NA,NA,"Raw",NA,NA
"205",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-19,"KOEYE_ESTUARY_INTERIOR5",5,"KOEYE_ESTUARY","2016-08-19_KOEYE_ESTUARY_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
"206",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-19,"KOEYE_ESTUARY_INTERIOR6",6,"KOEYE_ESTUARY","2016-08-19_KOEYE_ESTUARY_INTERIOR6_6","Zach",NA,NA,NA,NA,"Raw",NA,NA
"207",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-20,"ESTUARY_EDGE1",1,"KOEYE_ESTUARY ESTUARY","2016-08-20_ESTUARY_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"208",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-20,"ESTUARY_INTERIOR4",4,"KOEYE_ESTUARY ESTUARY","2016-08-20_ESTUARY_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"209",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-20,"KOEYE_ESTUARY_EDGE1",1,"KOEYE_ESTUARY","2016-08-20_KOEYE_ESTUARY_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"210",NA,"CALVERT","HAKAI","FGS",2016-08-20,"KOEYE_ESTUARY_ESTUARY_EDGE1",1,"KOEYE_ESTUARY_ESTUARY","2016-08-20_KOEYE_ESTUARY_ESTUARY_EDGE1_1",NA,NA,NA,NA,NA,"Raw",NA,NA
"211",NA,"CALVERT","HAKAI","FGS",2016-08-20,"KOEYE_ESTUARY_ESTUARY_INTERIOR4",4,"KOEYE_ESTUARY_ESTUARY","2016-08-20_KOEYE_ESTUARY_ESTUARY_INTERIOR4_4",NA,NA,NA,NA,NA,"Raw",NA,NA
"212",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-20,"KOEYE_ESTUARY_INTERIOR4",4,"KOEYE_ESTUARY","2016-08-20_KOEYE_ESTUARY_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"213",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-21,"MCMULLIN_NORTH_EDGE1",1,"MCMULLIN_NORTH","2016-08-21_MCMULLIN_NORTH_EDGE1_1","Zach",NA,NA,NA,NA,"Raw",NA,NA
"214",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-21,"MCMULLIN_NORTH_EDGE2",2,"MCMULLIN_NORTH","2016-08-21_MCMULLIN_NORTH_EDGE2_2","Zach",NA,NA,NA,NA,"Raw",NA,NA
"215",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-21,"MCMULLIN_NORTH_EDGE3",3,"MCMULLIN_NORTH","2016-08-21_MCMULLIN_NORTH_EDGE3_3","Zach",NA,NA,NA,NA,"Raw",NA,NA
"216",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-21,"MCMULLIN_NORTH_INTERIOR4",4,"MCMULLIN_NORTH","2016-08-21_MCMULLIN_NORTH_INTERIOR4_4","Zach",NA,NA,NA,NA,"Raw",NA,NA
"217",NA,"CALVERT","HAKAI","MARINEGEO",2016-08-21,"MCMULLIN_NORTH_INTERIOR5",5,"MCMULLIN_NORTH","2016-08-21_MCMULLIN_NORTH_INTERIOR5_5","Zach",NA,NA,NA,NA,"Raw",NA,NA
