"","action","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","collector","hakai_id","sample_type","depth","transect_dist","collected_start","collected_end","species","quantity","length_cm","estimated_quantity","comments","quality_log"
"989",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5",2018-08-07,5,"angeleen,krystal","zach","MGFSH9569","fish",NA,NA,2018-08-07 20:56:13,2018-08-07 21:01:22,"perch/shiner",1,9,FALSE,NA,NA
"990",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","derek","MGFSH9570","fish",NA,NA,2018-08-07 19:51:15,2018-08-07 19:56:34,"sculpin/manacled",3,4,FALSE,NA,NA
"991",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","derek","MGFSH9571","fish",NA,NA,2018-08-07 19:51:15,2018-08-07 19:56:34,"rockfish/copper",1,15,FALSE,NA,NA
"992",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","derek","MGFSH9572","fish",NA,NA,2018-08-07 19:51:15,2018-08-07 19:56:34,"rockfish/copper",2,12,FALSE,NA,NA
"993",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","derek","MGFSH9573","fish",NA,NA,2018-08-07 19:51:15,2018-08-07 19:56:34,"rockfish/copper",1,5,FALSE,NA,NA
"994",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","derek","MGFSH9574","fish",NA,NA,2018-08-07 19:51:15,2018-08-07 19:56:34,"rockfish/copper",1,10,FALSE,NA,NA
"995",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","derek","MGFSH9575","fish",NA,NA,2018-08-07 19:51:15,2018-08-07 19:56:34,"rockfish/copper",1,8,FALSE,NA,NA
"996",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","derek","MGFSH9576","fish",NA,NA,2018-08-07 19:51:15,2018-08-07 19:56:34,"greenling/kelp",1,15,FALSE,NA,NA
"997",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","derek","MGFSH9577","fish",NA,NA,2018-08-07 19:51:15,2018-08-07 19:56:34,"gunnel/crescent",1,19,FALSE,NA,NA
"998",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","zach","MGFSH9578","fish",NA,NA,2018-08-07 20:00:40,2018-08-07 20:07:44,"rockfish/copper",1,20,FALSE,NA,NA
"999",NA,"HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2018-08-07,6,"angeleen,krystal","zach","MGFSH9579","fish",NA,NA,2018-08-07 20:00:40,2018-08-07 20:07:44,"sculpin/manacled",1,4,FALSE,NA,NA
"1000",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1",2018-08-08,1,"angeleen,krystal","derek","MGFSH9580","fish",NA,NA,2018-08-08 17:13:35,2018-08-08 17:18:06,"perch/shiner",1,10,FALSE,NA,NA
"1001",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1",2018-08-08,1,"angeleen,krystal","derek","MGFSH9581","fish",NA,NA,2018-08-08 17:13:35,2018-08-08 17:18:06,"rockfish/cqb",1,2,FALSE,NA,NA
"1002",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1",2018-08-08,1,"angeleen,krystal","zach","MGFSH9582","fish",NA,NA,2018-08-08 17:18:44,2018-08-08 17:22:48,"perch/shiner",2,6,FALSE,NA,NA
"1003",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1",2018-08-08,1,"angeleen,krystal","zach","MGFSH9583","fish",NA,NA,2018-08-08 17:18:44,2018-08-08 17:22:48,"perch/shiner",1,7,FALSE,NA,NA
"1004",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","MGFSH9584","fish",NA,NA,2018-08-08 17:58:45,2018-08-08 18:03:04,"rockfish/cqb",7,3,FALSE,NA,NA
"1005",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","MGFSH9585","fish",NA,NA,2018-08-08 17:58:45,2018-08-08 18:03:04,"sculpin/manacled",1,4,FALSE,NA,NA
"1006",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","derek","MGFSH9586","fish",NA,NA,2018-08-08 17:58:45,2018-08-08 18:03:04,"perch/shiner",7,10,FALSE,NA,NA
"1007",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE2",2018-08-08,2,"angeleen,krystal","zach","MGFSH9587","fish",NA,NA,2018-08-08 18:03:04,2018-08-08 18:07:12,"rockfish/black-yellowtail_complex",1,5,FALSE,NA,NA
"1008",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3",2018-08-08,3,"angeleen,krystal","derek","MGFSH9588","fish",NA,NA,2018-08-08 19:22:53,2018-08-08 19:28:02,"skate",1,45,FALSE,NA,NA
"1009",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3",2018-08-08,3,"angeleen,krystal","zach","MGFSH9589","fish",NA,NA,2018-08-08 19:30:49,2018-08-08 19:35:58,"greenling/kelp",1,11,FALSE,NA,NA
"1010",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3",2018-08-08,3,"angeleen,krystal","zach","MGFSH9590","fish",NA,NA,2018-08-08 19:30:49,2018-08-08 19:35:58,"greenling/kelp",2,13,FALSE,NA,NA
"1011",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3",2018-08-08,3,"angeleen,krystal","zach","MGFSH9591","fish",NA,NA,2018-08-08 19:30:49,2018-08-08 19:35:58,"rockfish/cqb",2,4,FALSE,NA,NA
"1012",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","derek","MGFSH9592","fish",NA,NA,2018-08-08 20:01:03,2018-08-08 20:06:15,"rockfish/copper",1,30,FALSE,NA,NA
"1013",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","derek","MGFSH9593","fish",NA,NA,2018-08-08 20:01:03,2018-08-08 20:06:15,"rockfish/copper",1,40,FALSE,NA,NA
"1014",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","derek","MGFSH9594","fish",NA,NA,2018-08-08 20:01:03,2018-08-08 20:06:15,"perch/shiner",2,10,FALSE,NA,NA
"1015",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","derek","MGFSH9595","fish",NA,NA,2018-08-08 20:01:03,2018-08-08 20:06:15,"rockfish/cqb",5,2,FALSE,NA,NA
"1016",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","derek","MGFSH9596","fish",NA,NA,2018-08-08 20:01:03,2018-08-08 20:06:15,"rockfish/cqb",1,3,FALSE,NA,NA
"1017",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","zach","MGFSH9597","fish",NA,NA,2018-08-08 20:06:40,2018-08-08 20:11:45,"perch/shiner",2,14,FALSE,NA,NA
"1018",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","zach","MGFSH9598","fish",NA,NA,2018-08-08 20:06:40,2018-08-08 20:11:45,"perch/shiner",22,12,FALSE,NA,NA
"1019",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","zach","MGFSH9600","fish",NA,NA,2018-08-08 20:06:40,2018-08-08 20:11:45,"greenling/kelp",1,11,FALSE,NA,NA
"1020",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR4",2018-08-08,4,"angeleen,krystal","zach","MGFSH9601","fish",NA,NA,2018-08-08 20:06:40,2018-08-08 20:11:45,"greenling/kelp",1,20,FALSE,NA,NA
"1021",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5",2018-08-08,5,"angeleen,krystal","derek","MGFSH9602","fish",NA,NA,2018-08-08 22:04:28,2018-08-08 22:09:57,"tubesnout",20,7,FALSE,NA,NA
"1022",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5",2018-08-08,5,"angeleen,krystal","derek","MGFSH9603","fish",NA,NA,2018-08-08 22:04:28,2018-08-08 22:09:57,"greenling/kelp",1,7,FALSE,NA,NA
"1023",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5",2018-08-08,5,"angeleen,krystal","derek","MGFSH9604","fish",NA,NA,2018-08-08 22:04:28,2018-08-08 22:09:57,"greenling/kelp",1,8,FALSE,NA,NA
"1024",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5",2018-08-08,5,"angeleen,krystal","zach","MGFSH9605","fish",NA,NA,2018-08-08 22:09:47,2018-08-08 22:13:52,"rockfish/cqb",9,3,FALSE,NA,NA
"1025",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR5",2018-08-08,5,"angeleen,krystal","zach","MGFSH9606","fish",NA,NA,2018-08-08 22:09:47,2018-08-08 22:13:52,"perch/shiner",20,14,FALSE,NA,NA
"1026",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR6",2018-08-08,6,"angeleen,krystal","derek","MGFSH9607","fish",NA,NA,2018-08-08 21:13:47,2018-08-08 21:17:33,"rockfish/cqb",1,2,FALSE,NA,NA
"1027",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR6",2018-08-08,6,"angeleen,krystal","zach","MGFSH9608","fish",NA,NA,2018-08-08 21:19:14,2018-08-08 21:24:21,"greenling/kelp",1,8,FALSE,NA,NA
"1028",NA,"HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_INTERIOR6",2018-08-08,6,"angeleen,krystal","zach","MGFSH9609","fish",NA,NA,2018-08-08 21:19:14,2018-08-08 21:24:21,"sculpin/red_irish_lord",1,15,FALSE,NA,NA
"1029",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","derek","MGFSH9610","fish",NA,NA,2018-08-10 17:35:33,2018-08-10 17:39:44,"rockfish/copper",1,14,FALSE,NA,NA
"1030",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","derek","MGFSH9611","fish",NA,NA,2018-08-10 17:35:33,2018-08-10 17:39:44,"rockfish/cqb",3,3,FALSE,NA,NA
"1031",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","derek","MGFSH9612","fish",NA,NA,2018-08-10 17:35:33,2018-08-10 17:39:44,"greenling/kelp",1,20,FALSE,NA,NA
"1032",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","derek","MGFSH9613","fish",NA,NA,2018-08-10 17:35:33,2018-08-10 17:39:44,"greenling/kelp",1,7,FALSE,NA,NA
"1033",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","zach","MGFSH9614","fish",NA,NA,2018-08-10 17:42:37,2018-08-10 17:47:48,"rockfish/cqb",1,4,FALSE,NA,NA
"1034",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","zach","MGFSH9615","fish",NA,NA,2018-08-10 17:42:37,2018-08-10 17:47:48,"rockfish/cqb",9,3,FALSE,NA,NA
"1035",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","zach","MGFSH9616","fish",NA,NA,2018-08-10 17:42:37,2018-08-10 17:47:48,"greenling/kelp",1,10,FALSE,NA,NA
"1036",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","zach","MGFSH9617","fish",NA,NA,2018-08-10 17:42:37,2018-08-10 17:47:48,"greenling/kelp",1,11,FALSE,NA,NA
"1037",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","zach","MGFSH9618","fish",NA,NA,2018-08-10 17:42:37,2018-08-10 17:47:48,"sculpin/manacled",1,4,FALSE,NA,NA
"1038",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE1",2018-08-10,1,"angeleen,krystal","zach","MGFSH9619","fish",NA,NA,2018-08-10 17:42:37,2018-08-10 17:47:48,"perch/shiner",1,5,FALSE,NA,NA
"1039",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9620","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"rockfish/cqb",4,3,FALSE,NA,NA
"1040",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9621","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"rockfish/cqb",7,4,FALSE,NA,NA
"1041",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9622","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"tubesnout",1,14,FALSE,NA,NA
"1042",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9623","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"tubesnout",23,5,FALSE,NA,NA
"1043",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9624","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"greenling/kelp",1,30,FALSE,NA,NA
"1044",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9625","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"rockfish/copper",1,12,FALSE,NA,NA
"1045",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9626","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"rockfish/copper",1,15,FALSE,NA,NA
"1046",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9627","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"perch/kelp",1,5,FALSE,NA,NA
"1047",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","derek","MGFSH9628","fish",NA,NA,2018-08-10 16:38:52,2018-08-10 16:44:03,"perch/shiner",20,7,FALSE,NA,NA
"1048",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","zach","MGFSH9629","fish",NA,NA,2018-08-10 16:46:49,2018-08-10 16:51:53,"rockfish/copper",1,21,FALSE,NA,NA
"1049",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","zach","MGFSH9630","fish",NA,NA,2018-08-10 16:46:49,2018-08-10 16:51:53,"rockfish/cqb",3,3,FALSE,NA,NA
"1050",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","zach","MGFSH9631","fish",NA,NA,2018-08-10 16:46:49,2018-08-10 16:51:53,"greenling/kelp",1,30,FALSE,NA,NA
"1051",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","zach","MGFSH9632","fish",NA,NA,2018-08-10 16:46:49,2018-08-10 16:51:53,"rockfish/black",1,11,FALSE,NA,NA
"1052",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","zach","MGFSH9633","fish",NA,NA,2018-08-10 16:46:49,2018-08-10 16:51:53,"rockfish/black",4,15,FALSE,NA,NA
"1053",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2018-08-10,2,"angeleen,krystal","zach","MGFSH9634","fish",NA,NA,2018-08-10 16:46:49,2018-08-10 16:51:53,"flounder/pacific_sanddab",1,15,FALSE,NA,NA
"1054",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9635","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"sculpin/manacled",4,4,FALSE,NA,NA
"1055",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9636","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"sculpin/manacled",4,3,FALSE,NA,NA
"1056",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9637","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"perch/shiner",1,7,FALSE,NA,NA
"1057",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9638","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"perch/shiner",1,10,FALSE,NA,NA
"1058",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9639","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"rockfish/cqb",2,3,FALSE,NA,NA
"1059",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9640","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"greenling/kelp",1,12,FALSE,NA,NA
"1060",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9641","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"greenling/kelp",1,30,FALSE,NA,NA
"1061",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9642","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"perch/kelp",1,12,FALSE,NA,NA
"1062",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","derek","MGFSH9643","fish",NA,NA,2018-08-10 18:48:33,2018-08-10 18:53:41,"rockfish/copper",1,10,FALSE,NA,NA
"1063",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9644","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"rockfish/copper",1,12,FALSE,NA,NA
"1064",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9645","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"rockfish/copper",1,30,FALSE,NA,NA
"1065",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9646","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"greenling/kelp",1,11,FALSE,NA,NA
"1066",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9647","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"greenling white spotted",1,35,FALSE,NA,"1: Id  ?"
"1067",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9648","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"perch/kelp",2,11,FALSE,NA,NA
"1068",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9649","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"rockfish/cqb",1,3,FALSE,NA,NA
"1069",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9650","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"rockfish/cqb",1,4,FALSE,NA,NA
"1070",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9651","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"sculpin/manacled",1,5,FALSE,NA,NA
"1071",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE3",2018-08-10,3,"angeleen,krystal","zach","MGFSH9652","fish",NA,NA,2018-08-10 18:54:27,2018-08-10 18:57:34,"sculpin/manacled",1,4,FALSE,NA,NA
"1072",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","derek","MGFSH9653","fish",NA,NA,2018-08-10 18:11:01,2018-08-10 18:15:14,"greenling/kelp",1,9,FALSE,NA,NA
"1073",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","derek","MGFSH9654","fish",NA,NA,2018-08-10 18:11:01,2018-08-10 18:15:14,"rockfish/cqb",2,2,FALSE,NA,NA
"1074",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","derek","MGFSH9655","fish",NA,NA,2018-08-10 18:11:01,2018-08-10 18:15:14,"rockfish/cqb",4,3,FALSE,NA,NA
"1075",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","zach","MGFSH9656","fish",NA,NA,2018-08-10 18:18:36,2018-08-10 18:24:42,"perch/shiner",1,11,FALSE,NA,NA
"1076",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","zach","MGFSH9657","fish",NA,NA,2018-08-10 18:18:36,2018-08-10 18:24:42,"perch/shiner",2,5,FALSE,NA,NA
"1077",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","zach","MGFSH9658","fish",NA,NA,2018-08-10 18:18:36,2018-08-10 18:24:42,"perch/shiner",4,6,FALSE,NA,NA
"1078",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","zach","MGFSH9659","fish",NA,NA,2018-08-10 18:18:36,2018-08-10 18:24:42,"greenling/kelp",1,13,FALSE,NA,NA
"1079",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","zach","MGFSH9660","fish",NA,NA,2018-08-10 18:18:36,2018-08-10 18:24:42,"sculpin/unknown",1,5,FALSE,NA,NA
"1080",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","zach","MGFSH9661","fish",NA,NA,2018-08-10 18:18:36,2018-08-10 18:24:42,"rockfish/black-yellowtail_complex",1,8,FALSE,NA,NA
"1081",NA,"HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR4",2018-08-10,4,"angeleen,krystal","zach","MGFSH9662","fish",NA,NA,2018-08-10 18:18:36,2018-08-10 18:24:42,"rockfish/cqb",1,3,FALSE,NA,NA
